UserId,merchantId,gender,age,category
2997,3375,N,40,
2852,515,N,43,
4106,3376,M,42,
4107,3377,F,28,
372,3348,N,56,
2299,632,M,43,
4108,1558,F,27,
4109,278,N,78,
367,3378,M,61,
528,3379,M,24,
4110,152,N,40,
4111,3380,N,36,
4112,3381,M,80,
4113,1453,N,68,
3665,3382,M,61,
231,3383,F,23,
2567,3384,N,64,
4114,1137,M,72,
1810,2507,F,74,
4115,2926,N,52,
4116,1149,M,74,
4117,3385,M,70,
3441,2592,F,52,
4118,2650,M,33,
4119,3386,F,25,
4120,1534,M,73,
149,3319,M,42,
902,1415,N,53,
4121,1897,F,56,
4122,1474,M,39,
2956,3387,M,49,
3091,3388,N,76,
169,2400,M,54,
4123,506,N,51,
3570,3389,F,24,
4124,2564,M,75,
4125,1020,F,73,
3932,3390,N,44,
2084,2431,F,24,
3524,2684,F,62,
4126,3391,N,80,
4127,3392,N,53,
4128,3393,F,28,
73,3325,M,78,
4129,2762,F,49,
602,3394,M,32,
4130,3395,N,73,
4131,635,N,54,
4132,3396,F,60,
920,3397,N,61,
875,1830,F,45,
4133,3398,M,39,
4134,1394,N,26,
1768,1870,N,52,
4135,3399,M,35,
4136,3400,F,59,
4137,3401,M,46,
4138,3402,M,23,
2077,2630,F,45,
4139,65,M,66,
4122,245,M,39,
4140,3403,F,52,
357,959,N,67,
4098,2987,M,39,
4141,534,N,58,
4142,3404,F,59,
4143,477,N,22,
4144,2297,M,36,
4145,3405,N,57,
4146,1039,F,33,
3240,153,M,78,
4147,3406,M,53,
1076,1289,N,53,
3620,3363,F,48,
4148,2248,M,64,
4149,3407,M,50,
2394,3408,F,52,
4150,3022,F,55,
4151,3409,M,67,
2986,2834,M,25,
2985,2212,M,44,
4152,508,N,76,
3022,1687,F,35,
3001,1934,M,66,
4153,1065,N,26,
2647,3410,M,72,
3851,927,F,56,
4154,1151,N,43,
4155,3411,N,42,
4156,3412,M,48,
3466,2587,N,48,
4157,786,M,32,
244,272,M,76,
4158,2017,F,43,
4159,3152,M,31,
3574,2300,F,62,
4160,3413,F,35,
4150,3414,F,55,
4161,1242,N,56,
4162,3415,N,30,
16,395,F,80,
587,3416,F,24,
4163,1130,N,39,
38,3417,N,30,
4164,3418,N,64,
4165,3005,N,46,
2273,3419,F,48,
1467,3420,N,28,
4166,3421,N,58,
1184,393,M,44,
4167,2706,F,36,
427,850,F,48,
4168,1463,N,66,
4169,2028,M,36,
4170,1934,F,79,
4171,1771,N,34,
3050,3422,M,41,
4172,3133,M,26,
952,1894,N,25,
480,169,M,43,
3746,3423,F,36,
1399,3424,F,61,
4173,323,N,62,
4174,87,M,56,
3184,3006,M,58,
3703,3425,N,79,
4175,3426,N,51,
4176,3427,F,35,
4177,3428,F,21,
4178,1669,M,51,
725,909,M,63,
3780,3429,N,75,
4179,3227,N,50,
1518,2776,M,65,
4180,3430,F,26,
4181,3431,N,20,
4146,3432,F,33,
4182,3433,F,33,
1480,1513,M,75,
4183,3434,F,79,
4184,2051,F,22,
4185,3435,M,48,
4186,3436,N,30,
4187,3437,N,64,
4188,930,M,60,
2069,62,N,52,
3953,3438,M,27,
3926,3439,N,56,
4189,3440,M,23,
4190,3410,N,29,
1426,504,N,39,
4191,3441,N,74,
4192,1582,F,20,
1975,3107,F,20,
4193,1075,M,72,
4194,3442,F,47,
4195,684,N,48,
4196,124,F,58,
2700,3443,M,22,
1702,902,M,21,
4197,1950,F,28,
3691,2758,F,24,
4198,1083,M,22,
4199,2914,F,31,
2846,3099,F,52,
1056,2238,M,72,
4200,1127,N,42,
4201,3444,N,65,
1922,2907,F,46,
4202,1061,F,76,
4203,2390,F,37,
4020,1860,F,36,
4204,2382,N,67,
182,3260,M,62,
4205,3442,N,72,
4206,1628,N,39,
4207,3218,F,58,
4208,3445,M,43,
4209,858,N,69,
4210,3446,F,30,
4211,545,N,68,
4212,3447,F,49,
4213,2915,F,44,
1178,2043,M,62,
4214,3145,M,47,
4046,860,M,38,
4215,1130,N,62,
4216,12,M,76,
4217,3448,F,53,
3716,272,F,24,
239,1578,F,42,
4218,3449,F,30,
3720,2456,F,80,
1406,1345,N,33,
4219,777,M,40,
2413,702,N,61,
1598,3450,N,43,
441,3451,N,72,
4220,3452,N,36,
4221,583,M,62,
4222,3453,F,47,
4223,1289,M,28,
4224,165,N,26,
4225,520,N,22,
4226,3454,N,77,
4227,2386,M,32,
4228,3455,M,36,
4229,1105,M,27,
2527,976,N,20,
4230,1524,N,40,
4231,1804,M,66,
4232,1544,F,80,
4233,383,F,29,
348,3456,F,61,
4234,1614,F,52,
175,3457,M,64,
4235,3458,M,40,
4236,1743,M,34,
3658,151,N,64,
4216,2254,M,76,
1674,3459,N,71,
4237,1840,N,75,
4238,3460,M,51,
4239,3461,M,45,
2654,626,M,73,
4240,3462,F,64,
3916,874,F,29,
34,1117,N,36,
641,1274,M,77,
4241,2826,F,57,
4242,2229,N,23,
4243,3463,F,39,
3037,1192,F,54,
4244,3464,F,55,
3940,3266,F,54,
1882,3465,N,74,
1686,3466,M,78,
1816,556,N,48,
4245,3145,M,38,
2740,3414,N,20,
4246,3467,F,64,
4247,3468,M,73,
4248,2848,M,44,
4249,2101,F,40,
4250,1093,M,52,
4251,53,N,78,
1619,1028,F,31,
4252,266,N,62,
4253,1120,N,50,
4254,1688,F,44,
4255,809,M,68,
4256,3469,M,25,
4257,1801,N,68,
4258,975,N,60,
3590,2575,M,41,
4259,3470,N,69,
1737,3471,N,46,
3198,3472,M,72,
2344,3117,F,65,
3025,3473,N,80,
4260,1011,N,31,
4261,1243,M,51,
667,3474,M,40,
4262,1192,M,59,
4263,3032,M,59,
4264,3124,N,43,
4265,1962,M,67,
520,1240,M,44,
1225,3475,N,36,
4266,3476,F,52,
4267,491,N,68,
4268,770,N,73,
2680,638,F,78,
2924,3477,M,79,
4269,2184,M,73,
4270,1115,M,34,
4271,2170,F,20,
4140,3138,F,52,
4272,1633,F,47,
4132,1661,F,60,
4273,3478,M,55,
4274,2504,N,40,
4275,90,M,40,
4276,842,N,23,
2188,3479,M,32,
1256,1094,F,61,
1367,3480,F,25,
4277,3481,N,53,
316,818,N,30,
4278,755,M,55,
4279,3482,F,32,
1936,3446,N,52,
4280,2466,M,41,
1954,369,M,20,
4281,686,M,39,
4282,3483,M,23,
2045,3484,N,21,
3130,3485,N,73,
2816,3486,F,27,
4283,561,N,26,
2229,3487,F,68,
4284,62,N,46,
2516,862,F,65,
4285,2068,M,42,
4286,3288,F,35,
4287,3443,M,74,
1291,1664,N,37,
4288,3024,N,59,
4289,578,F,22,
4290,3488,F,38,
2458,22,M,38,
1043,1655,F,73,
4291,3489,M,36,
2515,3490,M,71,
3022,1318,F,35,
3879,3491,M,67,
1118,2204,M,23,
3978,3492,N,37,
1216,1634,N,60,
2938,652,N,63,
1864,3493,N,55,
4292,1837,F,66,
1025,2731,N,51,
4293,2851,F,33,
3107,3494,F,62,
2517,3495,M,52,
4294,3308,N,64,
4295,1646,N,52,
4296,3496,M,60,
4297,3497,M,39,
4298,3498,M,73,
4299,801,F,63,
4300,1822,F,58,
4301,2851,M,61,
2119,3140,M,56,
4302,777,F,65,
4303,66,F,42,
614,1032,F,20,
4304,37,F,23,
4305,2977,N,78,
3679,3499,F,52,
4306,1728,N,44,
4307,269,F,76,
1080,3500,N,29,
3901,1238,F,20,
2408,3501,M,70,
4027,3502,M,73,
4308,3309,F,75,
2819,3503,F,24,
4309,2809,M,36,
2303,106,F,57,
3096,3504,M,54,
3490,105,M,51,
4310,2019,F,21,
2775,980,N,41,
12,3505,M,27,
2229,1314,F,68,
4311,796,F,70,
1869,3506,M,43,
2152,3166,N,27,
4312,3336,F,79,
3954,2252,N,72,
4313,3507,M,67,
3063,244,F,66,
4314,1393,F,76,
3523,1818,F,49,
2107,102,N,25,
1926,1750,N,51,
4315,1513,N,36,
2445,3508,M,40,
2781,736,M,57,
2263,3341,N,44,
3265,3202,M,64,
3628,3509,F,48,
4316,3510,F,75,
4317,3511,N,80,
4318,3512,M,62,
3602,3446,N,51,
4167,3513,F,36,
4319,1150,M,47,
4320,3461,N,21,
2134,105,F,71,
1346,3514,F,46,
4321,250,F,24,
1054,1191,M,25,
1644,3515,M,30,
567,2461,M,77,
3701,3516,M,56,
4322,2471,N,45,
1083,825,F,71,
637,3425,N,38,
4323,1902,M,75,
1164,1119,F,36,
4324,2662,M,42,
1447,2563,F,80,
4325,226,F,66,
2759,2018,M,42,
4326,3517,N,78,
4056,1285,F,44,
241,1761,F,39,
4327,3518,N,23,
4328,1771,N,79,
409,2539,F,29,
2945,1399,N,44,
4329,2346,N,42,
4330,3519,M,54,
173,3520,M,41,
4331,1380,M,65,
4332,612,N,76,
2473,3521,M,39,
308,3522,M,70,
470,2559,N,46,
4333,1683,M,56,
4334,3523,N,49,
4061,478,F,64,
153,955,M,75,
1717,3127,N,64,
4335,2757,M,45,
4336,1589,N,66,
4337,2889,F,51,
1831,2701,F,40,
4338,572,N,35,
2257,1089,M,61,
4339,1999,F,49,
4340,2946,N,32,
4341,3319,F,24,
4342,397,M,49,
3227,3524,N,75,
4343,3268,M,20,
4344,3525,F,47,
1809,3526,M,67,
4345,3527,M,22,
4346,667,M,68,
908,3528,F,69,
593,1218,F,30,
4347,687,N,58,
4348,3529,F,49,
961,973,M,70,
4349,3530,N,43,
4350,3531,N,38,
4351,3209,F,43,
1450,1786,M,61,
4352,2768,F,47,
4353,2228,N,78,
4354,3532,M,70,
4296,1796,M,60,
4355,1269,N,57,
3077,306,N,47,
2341,1736,F,78,
4356,2086,M,39,
4357,3533,F,42,
4358,1943,M,73,
4200,2930,N,42,
3080,1060,F,45,
4359,379,M,32,
3416,3534,N,53,
1086,469,F,64,
2515,2699,M,71,
4360,2684,N,48,
4361,496,F,67,
4061,3535,F,64,
1148,1626,M,76,
4362,3536,N,45,
4363,3537,N,39,
4364,3538,F,79,
1181,3539,F,61,
2708,3540,N,27,
4365,3541,M,80,
4366,2789,M,61,
1003,36,M,36,
4367,3542,F,68,
2436,831,N,76,
4368,2249,F,69,
4369,2787,N,79,
1951,3543,N,70,
4370,1234,F,43,
4371,1569,M,63,
4372,3500,M,22,
2350,413,F,50,
4373,3544,N,31,
4374,3477,F,65,
2020,844,N,78,
464,3545,M,72,
363,1973,F,34,
3117,986,M,63,
420,267,M,41,
4314,1333,F,76,
3159,142,N,78,
4375,616,N,36,
4376,3223,M,28,
2081,3546,M,62,
624,3547,F,20,
4377,3548,M,77,
4378,3087,F,58,
4379,3549,N,66,
3920,3550,N,41,
4380,3551,F,26,
4381,3552,N,20,
4382,2852,M,23,
4383,3173,F,58,
3272,3553,F,37,
4134,1233,N,26,
914,2150,M,25,
4384,491,M,55,
2215,3554,N,38,
4385,3555,F,44,
4386,1725,N,28,
4387,2306,M,35,
4388,2441,N,55,
4389,2963,F,40,
4390,1757,N,27,
4391,1701,N,32,
3477,2925,N,63,
4392,239,N,42,
4393,3556,F,23,
1372,834,F,77,
3285,3557,N,66,
4394,1864,F,35,
2467,3558,N,70,
4395,552,M,42,
2270,3559,N,48,
3728,3077,N,58,
4396,3560,M,46,
2061,3561,N,34,
846,3562,F,63,
4397,3563,M,45,
4398,2610,N,74,
1614,1303,N,72,
4399,2138,F,25,
734,615,N,27,
4400,2407,M,39,
4401,3564,M,74,
4247,1840,M,73,
3579,3074,M,25,
4402,2273,F,24,
4403,3021,M,23,
4404,2356,F,29,
3485,33,N,31,
4405,1035,F,53,
4406,3565,M,57,
4407,1805,M,38,
2714,438,N,58,
4408,3566,F,73,
4409,1628,F,22,
4410,2533,F,49,
4411,2808,F,38,
4412,1019,F,23,
4413,974,N,33,
4414,3270,N,24,
4415,1845,N,51,
4144,2417,M,36,
3086,3567,N,43,
4416,3040,N,49,
4417,292,N,61,
4418,3568,M,21,
2657,3569,N,30,
4419,3205,M,29,
4420,677,N,55,
4421,289,M,30,
910,56,M,27,
3720,3570,F,80,
3953,3452,M,27,
1475,528,N,41,
4422,3571,N,79,
4423,3572,M,31,
1876,2237,M,78,
1008,3573,M,74,
4424,3574,F,73,
1894,1495,N,36,
4359,3575,M,32,
4425,1921,F,23,
4426,117,N,59,
4369,2443,N,79,
4427,3576,M,74,
935,2874,F,73,
4428,3577,N,27,
4429,97,M,66,
4430,862,N,64,
4431,2731,F,48,
4432,3070,M,48,
783,3578,N,78,
1261,3579,N,75,
1385,1527,N,73,
2132,1616,F,59,
4433,3580,F,61,
4434,2879,N,26,
4435,3581,F,30,
1205,191,M,57,
4436,2089,F,56,
4437,1276,M,57,
2831,3553,N,61,
4438,3582,N,28,
4439,1118,N,72,
4440,1567,M,43,
965,3583,F,38,
4441,950,M,74,
4442,1445,N,53,
3953,877,M,27,
1947,2443,F,72,
4443,433,N,43,
4444,798,F,60,
4445,3483,F,71,
1934,3584,N,47,
4446,2576,F,41,
1776,3398,M,72,
4447,1620,F,50,
3434,3585,N,22,
4448,3586,F,79,
4449,3544,F,31,
1697,3020,M,59,
4450,3187,N,22,
4451,3278,F,32,
4452,3204,M,24,
4453,3587,F,60,
1064,3588,M,58,
3340,227,M,55,
4454,2278,N,69,
40,3182,N,43,
4455,3589,N,42,
4456,279,N,47,
4457,3590,M,52,
724,3115,N,57,
1086,3591,F,64,
465,3592,N,41,
4458,3593,N,76,
717,239,M,63,
4273,3594,M,55,
1423,3595,N,51,
710,2698,N,26,
4459,1068,M,70,
4327,1927,N,23,
4460,3596,M,52,
1812,1370,N,47,
4461,1775,N,32,
4462,2587,M,68,
3795,3597,N,59,
4463,3598,N,22,
3012,3599,F,74,
3288,3600,M,45,
4464,1019,M,60,
2051,860,N,35,
4465,3601,N,24,
4466,3602,M,51,
4467,3603,M,67,
4468,3604,N,46,
4469,3605,M,68,
4470,3606,N,56,
4471,920,F,66,
4472,3029,F,23,
4473,950,N,58,
4474,2742,M,76,
4094,1979,F,28,
4060,2569,N,55,
2980,3607,N,67,
3296,403,M,20,
3182,1646,N,79,
649,3608,F,57,
4475,997,F,31,
4189,1259,M,23,
4476,3609,F,59,
4183,3610,F,79,
4477,3611,N,63,
4478,944,N,53,
353,3612,N,57,
4479,3613,N,27,
4480,1468,M,41,
1377,614,F,42,
4481,349,M,24,
1159,3450,N,60,
4482,3614,F,49,
3168,260,F,36,
4483,3615,N,52,
4484,2183,N,52,
4485,3616,N,62,
4486,2002,M,67,
622,3617,F,29,
1371,2151,F,48,
4487,1362,M,72,
4488,3112,N,75,
4489,3618,M,58,
1005,2779,N,78,
4490,725,F,28,
1515,1518,M,58,
3608,1685,N,43,
4491,3619,F,57,
3689,3620,M,49,
4492,1759,F,70,
3898,3621,N,29,
4493,105,F,35,
1364,1924,M,68,
667,800,M,40,
4494,3622,N,47,
4495,2249,M,79,
267,3623,M,63,
4496,1328,M,66,
2231,324,F,33,
3387,3624,F,74,
4497,1015,F,59,
559,884,N,55,
4498,3295,F,32,
4499,1235,M,66,
3086,3625,N,43,
4500,878,M,41,
2272,3626,F,64,
4501,3623,N,58,
4043,3627,F,28,
4316,2301,F,75,
4502,1046,F,49,
1301,3620,M,30,
2762,1028,F,77,
4503,3628,F,54,
213,3629,F,42,
4504,1551,M,30,
1618,3630,F,79,
700,3631,M,27,
1694,3136,N,73,
4505,2409,F,50,
957,2020,N,50,
4506,1256,N,46,
4507,3632,N,73,
4398,1259,N,74,
4508,1777,N,22,
4509,314,M,68,
4510,2832,F,72,
4511,3343,M,58,
4512,3633,M,32,
4513,2927,M,74,
4514,3634,N,31,
4515,359,N,34,
4516,3635,F,72,
4517,13,M,47,
503,2390,N,54,
4518,3003,M,63,
356,259,M,47,
4519,1027,M,58,
4520,3422,F,25,
4521,55,N,74,
3436,3209,N,75,
1972,1335,N,37,
4522,3636,M,60,
2896,1046,M,66,
4523,2703,F,55,
745,974,M,29,
4524,882,M,78,
685,1524,F,40,
4525,1860,M,66,
4526,2185,F,50,
4527,1985,F,80,
4528,105,N,33,
4529,3189,F,56,
4530,3637,N,60,
1756,3095,M,60,
4419,3638,M,29,
4531,2767,M,57,
4532,3639,F,66,
4533,3640,F,27,
4534,2427,M,23,
4535,1483,M,50,
2443,25,F,65,
4536,3641,N,29,
4537,2765,M,50,
3793,1910,M,33,
4063,2338,N,69,
1378,892,N,71,
4538,3566,M,41,
3103,184,F,58,
4539,257,N,74,
4540,3642,M,61,
4541,648,M,79,
1710,3217,M,32,
1043,2685,F,73,
4542,3643,F,49,
4543,822,F,37,
4544,3644,M,48,
4545,1899,F,48,
341,273,N,40,
530,3645,N,31,
4477,2316,N,63,
2289,2925,N,66,
4546,1197,F,71,
4547,1902,F,28,
4548,3646,M,41,
4549,2907,M,78,
3561,3325,N,53,
4550,3647,F,61,
3261,642,N,77,
4551,3648,N,40,
1783,3649,N,64,
4552,2052,M,56,
4553,810,M,35,
4554,2630,F,55,
4555,215,F,76,
4556,3650,F,25,
4557,3651,N,60,
1241,3652,N,50,
3887,370,M,23,
4558,3622,F,53,
2955,3653,F,24,
4559,257,N,50,
4560,3654,F,42,
4561,3221,F,51,
4562,3655,M,76,
4213,2415,F,44,
4563,547,M,22,
4564,332,F,41,
3099,3656,F,28,
4565,3657,F,22,
4566,862,N,34,
518,1457,N,70,
4567,1034,F,50,
2359,3658,M,31,
3421,759,N,58,
3460,2063,M,59,
3566,3659,N,40,
4568,2596,N,76,
2751,3323,M,60,
1833,3660,F,27,
4569,3661,N,69,
1587,1388,F,71,
4570,3662,F,60,
3312,2385,N,26,
2276,2004,N,23,
4571,1778,M,41,
4266,3663,F,52,
4572,3602,F,38,
4573,3664,M,36,
4574,1492,N,44,
4575,3665,N,28,
4576,3666,N,38,
4577,3258,F,66,
813,3667,F,75,
304,160,N,27,
4569,3668,N,69,
1687,3669,M,44,
4578,2158,N,47,
4579,2824,F,80,
4580,3670,F,36,
4581,543,F,21,
4582,3671,F,69,
1224,3672,F,72,
4583,1358,M,60,
3735,2889,N,37,
2445,3673,M,40,
872,3674,N,42,
4567,1317,F,50,
4468,2657,N,46,
4584,3675,M,51,
4585,3676,F,80,
4586,3677,F,39,
4587,3678,F,33,
2080,1572,N,59,
4588,3544,F,55,
4589,3679,M,26,
3587,2205,M,26,
4590,1522,N,38,
4591,2110,M,35,
247,2111,M,22,
4592,2292,F,55,
4593,1576,M,49,
4594,3680,M,25,
4595,3379,F,39,
3006,3681,F,29,
4596,1855,N,27,
2622,1877,F,53,
4597,1767,N,70,
4598,1564,M,53,
4599,3682,M,64,
2487,1341,M,20,
1437,3683,N,25,
4600,3684,N,47,
3670,2620,N,42,
1557,2128,N,79,
4601,59,F,46,
3460,3685,M,59,
1879,12,M,72,
4602,3686,F,29,
4603,3687,F,80,
4604,126,F,28,
4605,1125,M,75,
4606,824,M,74,
4607,3688,M,49,
1324,3689,F,80,
3704,2675,M,69,
4608,2533,F,68,
4418,1544,M,21,
4609,3690,M,31,
4610,3691,N,54,
3717,1068,F,71,
4611,3692,F,37,
4612,3693,N,41,
4613,3694,M,47,
2518,41,N,64,
4614,76,F,80,
4615,2216,F,74,
4616,579,N,30,
4617,1046,F,56,
4618,3695,N,50,
4619,3696,N,43,
4620,2685,M,33,
1775,3697,M,46,
4021,2874,N,71,
4621,313,M,68,
4622,1,N,56,
3057,3698,N,71,
137,1038,F,51,
3796,12,N,51,
4622,3145,N,56,
4623,3699,M,43,
1567,3700,M,41,
4624,1474,N,66,
2489,3701,F,65,
4625,3702,F,64,
4512,246,M,32,
4626,3268,F,34,
4627,3703,N,52,
4628,3704,M,28,
2547,76,M,74,
4629,3705,F,41,
4630,3546,M,65,
4556,3706,F,25,
131,781,F,72,
4631,3707,N,61,
4632,625,F,46,
3073,3708,F,35,
2375,908,N,71,
4633,1253,M,63,
4634,3709,F,74,
4635,3710,M,36,
4636,719,N,79,
4637,455,N,75,
709,2269,M,74,
4578,3711,N,47,
4638,3400,M,74,
3879,3039,M,67,
4639,1208,M,48,
4640,3712,F,46,
4641,609,N,51,
707,3713,M,74,
4642,2253,F,41,
2416,3714,N,30,
4643,3715,F,38,
4644,1530,F,62,
2552,3716,M,23,
4645,55,M,26,
4646,277,M,61,
4647,1375,N,80,
4648,3181,M,59,
4649,3717,M,25,
4650,408,M,46,
4651,415,F,50,
1437,2969,N,25,
4652,3718,F,80,
4653,2681,F,48,
4654,3719,F,77,
4655,3398,F,22,
1710,2861,M,32,
4656,1757,F,55,
3766,1618,M,44,
1839,3720,M,73,
4657,1113,F,34,
4197,3721,F,28,
3889,3722,F,37,
3156,3723,F,33,
4658,1595,M,33,
3038,3724,F,35,
4068,3725,M,76,
2500,3726,F,41,
4659,2651,F,36,
4660,3727,N,75,
892,145,F,64,
4661,3728,N,42,
2173,802,M,72,
4662,3729,N,63,
2312,2677,N,44,
4663,3730,M,56,
4664,3731,F,65,
4665,3081,N,40,
4666,3307,M,65,
4667,3087,N,28,
4668,3552,F,65,
4669,445,F,34,
4586,3732,F,39,
3900,3351,F,60,
3769,1359,F,50,
3057,3390,N,71,
4670,866,N,69,
2719,239,N,79,
75,3733,F,42,
2645,2788,F,67,
4671,1872,N,36,
4474,3734,M,76,
3480,3735,M,57,
4672,3443,N,61,
140,2675,N,39,
4673,1551,F,78,
1760,1397,N,36,
4674,3736,M,67,
4675,234,M,37,
4676,3737,M,72,
1097,3692,N,52,
4677,2783,F,64,
3155,3672,M,42,
2149,1035,M,24,
4678,412,F,72,
4679,3738,M,24,
4680,2398,F,72,
4681,2146,N,31,
2303,3591,F,57,
1967,2135,M,80,
4682,3739,M,67,
2768,3740,F,72,
3806,3741,N,34,
3029,3742,F,31,
4576,424,N,38,
4683,1361,M,27,
965,2812,F,38,
3493,1806,F,20,
1616,1784,F,77,
1616,1605,F,77,
4684,3743,M,45,
4685,3744,M,23,
4686,3745,N,36,
4687,743,N,80,
1732,2813,M,74,
610,3746,N,50,
1838,1086,F,39,
3280,2321,M,26,
4688,2563,M,72,
3889,250,F,37,
4689,3747,N,21,
4690,1244,M,44,
4691,572,F,52,
3095,1554,F,27,
4692,3748,M,77,
4693,2771,M,27,
1647,3749,F,65,
1161,3750,N,73,
4096,3751,F,52,
2291,3689,F,63,
4694,1160,N,21,
4695,3752,F,53,
4696,1445,M,69,
4697,1993,F,79,
2617,530,F,35,
143,3753,N,80,
4698,824,N,79,
4699,736,M,60,
4156,3754,M,48,
4700,1937,M,52,
4701,3755,N,59,
836,659,M,27,
4702,30,F,43,
4703,3756,N,23,
4704,1306,N,69,
238,3757,M,74,
4705,1272,F,38,
4706,1475,N,78,
1084,1084,N,21,
1097,3758,N,52,
4707,3759,M,57,
4708,3701,N,74,
2161,2729,M,52,
4709,1285,F,34,
3681,1503,N,21,
2955,2741,F,24,
2801,3016,N,63,
4710,3760,F,60,
2059,3761,M,65,
108,1968,M,43,
3258,1798,M,55,
992,3762,N,30,
543,3597,N,32,
4711,3566,N,26,
3550,373,F,52,
4712,194,F,58,
4713,3763,F,72,
1196,639,F,60,
4714,2090,F,20,
4715,3764,N,36,
3102,830,F,30,
3321,1165,F,46,
1711,3742,M,40,
4142,2683,F,59,
4716,1382,F,73,
4717,3765,N,26,
4718,2298,F,30,
3727,2466,M,54,
4719,871,N,32,
4720,2439,F,58,
2351,3766,M,43,
4721,3767,F,52,
4722,3768,M,36,
4723,3769,F,53,
4724,3770,M,34,
299,247,F,70,
1868,1173,N,66,
4725,2662,F,73,
4726,3771,M,55,
3544,2431,M,61,
420,1027,M,41,
4727,3772,N,56,
4728,3318,M,23,
128,3599,M,50,
4729,285,M,74,
4730,276,N,62,
128,1317,M,50,
3366,518,F,32,
1245,1940,F,35,
4731,3773,N,65,
4732,2065,M,35,
400,1143,F,27,
4733,2534,M,33,
4734,1568,M,78,
4735,1083,M,33,
3735,3774,N,37,
4736,510,M,70,
4737,2511,F,78,
1236,1650,F,72,
4738,160,N,40,
4708,3775,N,74,
4739,2794,N,32,
4740,30,N,55,
275,3776,M,43,
1535,826,F,63,
4741,3777,M,78,
435,542,M,56,
2915,2144,F,71,
918,3778,N,76,
50,3779,M,51,
4742,3780,M,22,
4743,3781,M,74,
2233,3782,N,38,
4744,1469,M,39,
4543,2978,F,37,
4745,1434,N,34,
4746,959,F,31,
4747,2245,N,23,
4723,3783,F,53,
4146,789,F,33,
4748,3295,N,36,
4749,3784,N,31,
3381,3229,F,22,
4750,3785,N,42,
741,2308,N,70,
4751,3786,M,62,
1608,3787,N,55,
188,2985,N,37,
4752,1121,N,80,
4753,2492,F,67,
4754,1742,M,49,
2375,1914,N,71,
1566,3788,F,40,
1670,2977,N,58,
2367,3789,F,42,
3107,2918,F,62,
730,3790,M,21,
152,3791,F,31,
636,1363,M,42,
4755,2613,N,38,
4756,2670,M,59,
4757,2568,N,71,
4758,3792,N,30,
2668,938,M,39,
394,1288,N,34,
4759,2236,M,59,
678,2229,N,24,
2785,858,F,52,
4334,2487,N,49,
4760,2287,F,41,
33,2249,M,45,
3632,3691,N,20,
2572,575,N,43,
4761,1173,F,23,
4762,944,M,36,
4763,3793,N,41,
336,3794,N,36,
4764,3795,M,51,
3735,1326,N,37,
1075,3796,N,45,
2145,3797,M,50,
1549,1688,N,42,
3093,3798,N,46,
1498,3799,M,69,
3094,3800,M,55,
32,924,N,73,
1147,3801,N,49,
2585,191,M,25,
4765,3802,N,56,
335,406,N,47,
4371,1574,M,63,
4726,1757,M,55,
4766,1406,M,76,
4636,593,N,79,
4767,2110,N,29,
4768,3049,N,25,
4769,124,M,30,
1248,2344,F,79,
2701,3803,N,32,
4770,3804,F,32,
552,3805,N,27,
4771,1785,N,70,
4772,751,M,54,
4773,3806,F,28,
2989,512,M,69,
4774,722,M,41,
1714,92,N,46,
4775,2616,N,58,
4776,3807,F,34,
560,2307,F,53,
4777,1212,N,24,
3566,3808,N,40,
4778,3402,F,35,
4779,3427,F,57,
1073,3305,N,49,
4780,523,M,71,
4781,445,N,50,
4782,2471,M,50,
4783,3291,N,50,
4784,323,N,25,
485,2536,F,30,
4785,292,N,28,
4786,3061,M,66,
3675,621,F,55,
4787,1394,M,35,
3660,194,N,23,
3275,3355,M,65,
4655,3809,F,22,
4788,3810,M,27,
4789,3811,M,41,
4790,1405,N,20,
4791,247,N,62,
4792,2759,F,46,
3532,3497,N,52,
681,1451,N,55,
2695,1879,M,22,
4793,2290,F,65,
3202,3812,N,38,
4736,1590,M,70,
4207,3309,F,58,
4794,3813,N,64,
1856,1493,M,72,
4795,699,M,38,
4796,559,N,49,
3572,3814,N,51,
167,46,N,44,
3034,3815,F,37,
4797,3364,M,64,
1082,3816,F,77,
4798,3817,M,75,
273,3818,M,67,
4799,3819,F,79,
753,3820,F,43,
1172,2151,M,37,
4800,1392,M,72,
4801,3821,M,67,
2345,3522,M,60,
4652,1005,F,80,
4802,2106,N,63,
566,485,N,57,
4803,3822,F,70,
1460,2784,N,36,
4804,2317,N,45,
2221,3823,F,29,
4805,1745,M,63,
4806,3262,F,57,
4807,3824,F,59,
4808,3654,M,64,
4257,3825,N,68,
4809,2268,M,22,
4810,1134,M,67,
4811,3826,M,31,
2810,3827,N,54,
1471,1599,N,36,
4812,1917,N,49,
4813,2718,N,48,
4814,1008,M,37,
3113,3828,M,54,
4125,2390,F,73,
4815,2985,M,52,
179,3076,F,73,
4688,3829,M,72,
4816,3830,M,22,
1980,111,M,38,
2509,3831,F,40,
902,2564,N,53,
1436,674,M,32,
2730,632,M,50,
4817,2800,F,35,
1474,273,M,66,
4818,3832,F,42,
4819,1122,N,67,
1426,313,N,39,
4820,3833,M,69,
4358,2391,M,73,
4821,3244,F,65,
4822,739,N,60,
3525,1040,M,48,
4823,3834,F,27,
4824,542,N,21,
4825,288,F,38,
1713,3812,F,74,
949,791,M,44,
4826,3536,F,21,
4827,3323,N,29,
4828,637,N,28,
